requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
2547,2547,关于机动车灯光的使用，以下说法正确的是什么?,2,2,2,2,"A:机动车灯光的作用仅仅是为了在夜间照明, B:机动车灯光一个重要的作用是提示其他机动车驾驶人和行人, C:夜间驾驶机动车在照明条件良好的路段可以不使用灯光, D:夜间驾驶机动车在照明条件良好的路段必须使用远光灯",机动车灯光的作用仅仅是为了在夜间照明,机动车灯光一个重要的作用是提示其他机动车驾驶人和行人,夜间驾驶机动车在照明条件良好的路段可以不使用灯光,夜间驾驶机动车在照明条件良好的路段必须使用远光灯,,,,,,本题考点为机动车灯光。车辆的灯光不仅仅是在光线不足的情况下提供照明，更重要的是起到警示与提示作用。因此驾驶人要按照规定合理使用灯光。
22771,22771,驾驶机动车遇到后方有执行任务的紧急车辆时，可以借用无人通行的非机动车道让行。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,遇到执行紧急任务的特种车需要让行时，可以临时借用无人通行的非机动车道。所以本题选正确。《道路交通安全法》第五十三条：警车、消防车、救护车、工程救险车执行紧急任务时，可以使用警报器、标志灯具；在确保安全的前提下，不受行驶路线、行驶方向、行驶速度和信号灯的限制，其他车辆和行人应当让行。
244,244,驾驶小型汽车下陡坡时允许熄火滑行。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,下陡坡熄火滑行非常危险，方向盘会锁死，制动会失灵，所以选错误。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有下陡坡时熄火或者空挡滑行的行为。
500,500,这个标志是何含义？,2,2,1,1,"A:直行和左转合用车道, B:直行和掉头合用车道, C:直行和右转车道, D:分向行驶车道",直行和左转合用车道,直行和掉头合用车道,直行和右转车道,分向行驶车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/500-1693897550531.jpg,,图中标志为方形蓝色底，图案为向上和向左的白色箭头，同时两侧有虚线，是指示标志中的直行和左转合用车道标志，表示只准一切车辆直行和向左转弯。两条虚线表示车道。
2548,2548,图中驾车驶近路口时，以下说法错误的是（）。,2,2,3,3,"A:右前方视野受阻，如有车辆冲出易引发事故, B:为避免车辆从路口冲出，应降低车速, C:己车有优先通行权，无需减速, D:因视野受阻，应鸣喇叭提醒侧方来车",右前方视野受阻，如有车辆冲出易引发事故,为避免车辆从路口冲出，应降低车速,己车有优先通行权，无需减速,因视野受阻，应鸣喇叭提醒侧方来车,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/2548-1693899383710.jpg,,本题考点为交叉路口图中是在靠近村庄或者集镇行驶，此时驾驶员应该注意观察路况，注意突发情况，不得加速通过题中问错误的说法是什么，所以选择“己车有优先通行权，无需减速”
218612,218612,夜间驾车在道路发生事故妨碍交通又难以移动时，不应开启的灯光是（ ）。,2,2,1,1,"A:远光灯, B:示廓灯, C:后位灯, D:危险报警闪光灯",远光灯,示廓灯,后位灯,危险报警闪光灯,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/218612-1751511020278.jpg,,图中是夜间，在夜间驾车发生事故妨碍交通又难以移动时，不应开启远光灯
225524,225524,机动车向右变更车道开启左转向灯。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,《道路交通安全法实施条例》规定：向左转弯、向左变更车道、准备超车、驶离停车地点或者掉头时，应当提前开启左转向灯；向右转弯、向右变更车道、超车完毕驶回原车道、靠路边停车时，应当提前开启右转向灯
245,245,驾驶机动车时可以向道路上抛撒物品。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,驾驶机动车时不得向道路上抛撒物品，题中说可以，所以选错误。《道路交通安全法实施条例》第六十二条：驾驶机动车不得有向道路上抛撒物品的行为。
501,501,这个标志是何含义？,2,2,2,2,"A:左转车道, B:掉头车道, C:绕行车道, D:分向车道",左转车道,掉头车道,绕行车道,分向车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/501-1693897552415.jpg,,图中标志为方形蓝色底，图案为向后弯的白色箭头，同时两侧有虚线，是指示标志中的掉头车道标志，表示该车道为掉头车道。两条虚线表示车道。
757,757,变更车道时只需开启转向灯，便可迅速转向驶入相应的行车道。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,本题考点为变更车道。变更车道时要提前开启转向灯，并且要观察周围情况，只有在确认安全的情况下才能驶入需要变更的车道，不得迅速驶入相应车道，所以选择错误。
225525,225525,驾驶拼装机动车上路行驶的，公安交管部门应当予以收缴，强制报废，罚款并吊销驾驶证。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,《道路交通安全法》第一百条：驾驶拼装的机动车或者已达到报废标准的机动车上道路行驶的，公安机关交通管理部门应当予以收缴，强制报废对驾驶前款所列机动车上道路行驶的驾驶人，处二百元以上二千元以下罚款，并吊销机动车驾驶证
33525,33525,机动车在高速公路上发生故障无法正常行驶时，在确保安全的情况下，可以由同行的其他机动车牵引。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,高速上发生故障无法正常行驶，应该由专门的救援车、清障车拖拽牵引，其他车辆不能牵引。所以本题选错误。《道路交通安全法》第六十八条：机动车在高速公路上发生故障或者交通事故，无法正常行驶的，应当由救援车、清障车拖曳、牵引。
502,502,这个标志是何含义？,2,2,3,3,"A:直行和左转合用车道, B:禁止左转和掉头车道, C:掉头和左转合用车道, D:分向行驶车道",直行和左转合用车道,禁止左转和掉头车道,掉头和左转合用车道,分向行驶车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/502-1693897554247.jpg,,图中标志为方形蓝色底，图案为向左和向后弯的白色箭头，同时两侧有虚线，是指示标志中的左转和掉头合用车道标志，表示只准一切车辆左转和掉头。两条虚线表示车道。
225526,225526,照明条件不良时，为了让其他驾驶人发现己车，要提前开启的灯光是（ ）。,2,2,1,1,"A:前照灯和示廓灯, B:危险报警闪光灯, C:前雾灯, D:远光灯",前照灯和示廓灯,危险报警闪光灯,前雾灯,远光灯,,,,,,《道路交通安全法实施条例》第五十八条，机动车在夜间没有路灯、照明不良或者遇有雾、雨、雪、沙尘、冰雹等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯
503,503,这个标志是何含义？,2,2,4,4,"A:直线行驶车道, B:左转行驶车道, C:右转行驶车道, D:分向行驶车道",直线行驶车道,左转行驶车道,右转行驶车道,分向行驶车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/503-1693897556062.jpg,,图中标志为方形蓝色底，图案为三个指向不同方向的箭头，被虚线分隔成三个车道，是指示标志中的分向行驶车道标志，表示只准一切车辆左转和掉头。同向多车道的公路一般都设计了分向行驶车道，正常行驶过程中可以变更车道，当你行驶至路口时要变换到你要行驶的车道。两条虚线表示车道。
2551,2551,牵引与被牵引的机动车，在行驶中都要开启危险报警闪光灯。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为牵引车和被牵引车。《道路交通安全法实施条例》第六十一条：牵引车和被牵引车均应当开启危险报警闪光灯。
225527,225527,准备超车时，应提前开启右转向灯。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,《道路交通安全法实施条例》第四十七条：机动车超车时，应当提前开启左转向灯、变换使用远、近光灯或者鸣喇叭
504,504,这个标志是何含义？,2,2,1,1,"A:公交专用车道, B:大型客车专用车道, C:快速公交系统专用车道, D:多乘员车辆专用车道",公交专用车道,大型客车专用车道,快速公交系统专用车道,多乘员车辆专用车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/504-1693897558767.jpg,,图中标志为方形蓝色底，两侧有虚线，图中有公交车图案和文字“公交”，是指示标志中的公交专用车道标志，表示该车道仅供公交车辆、通勤班车等大型载客汽车通行此标志设在进入该车道的起点及各交叉口的入口，宜设置在车道的正上方两条虚线表示车道
2552,2552,超车时，提前变换远、近光灯是为了提示前车。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为超车超车时应当变换远近光灯，用来提示前车注意，防止发生危险
27128,27128,下列哪个交通标志，表示多乘员车辆（HOV）专用车道？,2,2,1,1,"A:如图中D所示, B:如图中B所示, C:如图中C所示, D:如图中A所示",如图中D所示,如图中B所示,如图中C所示,如图中A所示,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/27128-1693901487299.jpg,,图A是小型客车车道标志；图B是公交线路专用车道标志；图C是有轨电车专用车道；图D是多乘员车辆（HOV）专用车道标志。
225528,225528,如图所示，驾车通过人行横道线时，应注意礼让行人。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/225528-1760950383816.jpg,,驾驶机动车行经人行横道时，应减速慢行；遇人行横道上有行人通过的，应停车让行《道路交通安全法》第四十七条：机动车行经人行横道时，应当减速行驶；遇行人正在通过人行横道，应当停车让行
505,505,这个标志是何含义？,2,2,2,2,"A:禁止小型车行驶, B:机动车行驶, C:只准小型车行驶, D:不准小型车通行",禁止小型车行驶,机动车行驶,只准小型车行驶,不准小型车通行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/505-1693897560202.jpg,,图中标志为圆形蓝色底，图案为白色的小汽车车头，是指示标志中的机动车行驶标志，表示该道路只供机动车行驶。图中虽然是小汽车，但表示机动车的含义。
761,761,驾驶车辆通过人行横道线时，应注意礼让行人。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为礼让行人。驾驶车辆通过人行横道时，要礼让行人，减速慢行，必要时停车让行，所以选择正确。《道路交通安全法》第四十七条：机动车行经人行横道时，应当减速行驶。
2553,2553,雾天行车为了提高能见度，应该开启远光灯。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为雾天。雾天能见度低，应当开启雾灯和危险报警闪光灯，不得使用远光灯，所以选择错误。《道路交通安全法实施条例》第五十八条：机动车在夜间没有路灯、照明不良或者遇有雾、雨、雪、沙尘、冰雹等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。机动车雾天行驶应当开启雾灯和危险报警闪光灯。
225529,225529,在同方向只有1条机动车道的城市道路行驶，最高车速是（）。,2,2,4,4,"A:60km/h, B:40km/h, C:70km/h, D:50km/h",60km/h,40km/h,70km/h,50km/h,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/225529-1760949601833.jpg,,在没有中心线的道路，城市道路限速30，公路限速40；有中心线的道路上，城市道路限速50，公路限速70所以本题选50公里/小时《道路交通安全法实施条例》第四十五条：同方向只有1条机动车道的道路，城市道路为每小时50公里，公路为每小时70公里
506,506,这个标志是何含义？,2,2,3,3,"A:小型车车道, B:小型车专用车道, C:机动车车道, D:多乘员车辆专用车道",小型车车道,小型车专用车道,机动车车道,多乘员车辆专用车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/506-1693897562272.jpg,,图中标志为方形蓝色底，图案为白色的小汽车车头，两侧有虚线，是指示标志中的机动车车道标志，表示该道路只供机动车行驶。图中虽然是小汽车，但表示机动车的含义。多乘员车辆专用车道标志上有“3+”。
